author,idn,place,recipient,year,location,point,lat,lon
"Heilbut, Iwan",996604685,"New York, NY","Kästner, Erich",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996608710,"New York, NY","Kaskel, Josef",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996628835,"New York, NY","Kent, Rockwell",1942-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996629416,"New York, NY","Kerr, Alfred",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996656812,"New York, NY","Klitscher, Hermann",1948-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996657606,"New York, NY","Klumb, Hans",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996665692,"New York, NY","Kogon, Eugen",1946-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996667806,"New York, NY","Kohner, Paul",1945-1964,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996667873,"New York, NY","Kokoschka, Oskar",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996672729,"New York, NY","Kosleck, Martin",1945-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",99667540X,"New York, NY","Kranz, Heinrich B.",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996675930,"New York, NY","Krawielicki, Robert",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",99672303X,"New York, NY","Krolow, Karl",1948-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996723250,"New York, NY","Kronacher, Alwin",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996725741,"New York, NY","Kruse, Heinz",1949-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996726470,"New York, NY","Kruse, Ina",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996746862,"New York, NY","Langgässer, Elisabeth",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996765751,"New York, NY","Lebegott, E.",1945-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996777237,"New York, NY","Le Fort, Gertrud von",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996777636,"New York, NY","Lehmann, Wilhelm",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996784926,"New York, NY","Leiner, Ludwig",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996785353,"New York, NY","Leip, Hans",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996809236,"New York, NY","Lernet-Holenia, Alexander",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",1000273601,"New York, NY","Lesser, H. R.",1945-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996814817,"New York, NY","Lewisohn, Ludwig",1945-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996815511,"New York, NY","Liedke, Herbert R.",1948-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996816348,"New York, NY","Lienek, Heinz",1948-1969,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996817042,"New York, NY","Rosin, Katherine",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996924752,"New York, NY","Lindenlaub, Wiebke",1949-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996926178,"New York, NY","Lindt, Peter M.",1943-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996927824,"New York, NY","Lips, Eva",1948-1951,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996937730,"New York, NY","Meier, Henry",1947-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996938427,"New York, NY","Lohmeyer, Wolfgang",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996939458,"New York, NY","Ludwig, Emil",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996951784,"New York, NY","Luschnat, David",1946-1967,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996964533,"New York, NY","Lustig, Peter",1946-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996987835,"New York, NY","Maass, Joachim",1945-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996989250,"New York, NY","Mähl, Albert",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996990305,"New York, NY","Mahler-Werfel, Alma Maria",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996994904,"New York, NY","Maisch, Herbert",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996995684,"New York, NY","Mann, Monika",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996996060,"New York, NY","Marck, Louis",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",1000142701,"New York, NY","Maringer, Ernst",1945-1947,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",996996184,"New York, NY","Marmann, ...",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",997059001,"New York, NY","Martin, George",1946-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",997070641,"New York, NY","Martin, Hilda Maria",1947-1971,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",997071362,"New York, NY","Mautz, Kurt",1948-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Rosin, Katherine",996816887,"New York, NY","Heilbut, Iwan",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Lindt, Peter M.",996925112,"New York, NY","Heilbut, Iwan",1943-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Lips, Julius",996927468,"New York, NY","Heilbut, Iwan",1948-1952,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Meier, Henry",99693765X,"New York, NY","Heilbut, Iwan",1947-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Shippen, Ellen F.",996988386,"New York, NY","Heilbut, Iwan",1947-1947,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Manfred, Ernest Fred",99699503X,"New York, NY","Heilbut, Iwan",1951-1951,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Mann, Monika",996995552,"New York, NY","Heilbut, Iwan",1946-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Marck, Louis",996996036,"New York, NY","Heilbut, Iwan",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Marni-Kahans, Bella",996996559,"New York, NY","Heilbut, Iwan",1957-1962,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Martin, Hilda Maria",997070471,"New York, NY","Heilbut, Iwan",1947-1972,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Meckauer, Walter",997080981,"New York, NY","Heilbut, Iwan",1948-1953,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Mehring, Walter",997081368,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Hurwitz, Henry",997095563,"New York, NY","Heilbut, Iwan",1942-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Mumford, Lewis",997224703,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Namuth, Hans",997225297,"New York, NY","Heilbut, Iwan",1967-1967,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Gutheil, Lilly",997233494,"New York, NY","Heilbut, Iwan",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Baron, Sylvia",997235691,"New York, NY","Heilbut, Iwan",1942-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heimann, Eduard",997263202,"New York, NY","Heilbut, Iwan",1947-1947,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Schuchard, Gottlieb C. L.",997266481,"New York, NY","Heilbut, Iwan",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Beals, Ralph A.",997267399,"New York, NY","Heilbut, Iwan",1942-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Brown, Francis",997268107,"New York, NY","Heilbut, Iwan",1944-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Maxwell, William",997268727,"New York, NY","Heilbut, Iwan",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Osborn, Max",997738405,"New York, NY","Heilbut, Iwan",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Wolff, Kurt",997739789,"New York, NY","Heilbut, Iwan",1942-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Pitt, Louis W.",1000374238,"New York, NY","Heilbut, Iwan",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Pauker, Edmond",997956887,"New York, NY","Heilbut, Iwan",1942-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Perera, Carolyn",997966386,"New York, NY","Heilbut, Iwan",1962-1964,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Perl, Walter H.",997966742,"New York, NY","Heilbut, Iwan",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Picard, Jacob",997968060,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Tabouis, Geneviève R.",997992875,"New York, NY","Heilbut, Iwan",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Commins, Saxe",998105627,"New York, NY","Heilbut, Iwan",1942-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Raphael, Elvire",998107255,"New York, NY","Heilbut, Iwan",1942-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Mirkine-Guetzévitch, Boris",998326569,"New York, NY","Heilbut, Iwan",1943-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Reyman, Randolph A.",998326933,"New York, NY","Heilbut, Iwan",1949-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Paine, Janet M.",998356514,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Rypins, Senta Jonas",998379190,"New York, NY","Heilbut, Iwan",1941-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Sahl, Hans",998388270,"New York, NY","Heilbut, Iwan",1948-1971,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Scharnberg, Rita",998394688,"New York, NY","Heilbut, Iwan",1946-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Scherzer, Eva",998395951,"New York, NY","Heilbut, Iwan",1941-1942,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Scott, Tom",1000892018,"New York, NY","Heilbut, Iwan",1960-1960,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Seaman, Norman J.",998746193,"New York, NY","Heilbut, Iwan",1966-1966,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Setzer, Johanna",998776378,"New York, NY","Heilbut, Iwan",1951-1965,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Siadimas, Miltiades",99877815X,"New York, NY","Heilbut, Iwan",1962-1963,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Wedekind, Kadidja",999675184,"New York, NY","Heilbut, Iwan",1942-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Wells, Henry Willis",999935550,"New York, NY","Heilbut, Iwan",1959-1959,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Wiener, Alfred",999961594,"New York, NY","Heilbut, Iwan",1944-1963,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Wolf, Eleanor B.",1000070824,"New York, NY","Heilbut, Iwan",1965-1968,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Wolff, Frank A.",1000072045,"New York, NY","Heilbut, Iwan",1946-1946,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Zoff, Otto",1000104575,"New York, NY","Heilbut, Iwan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Zweig, Stefan",1000119408,"New York, NY","Heilbut, Iwan",1940-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
Verschiedene,100029756X,"New York, NY","Heilbut, Iwan",,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",992988381,"New York, NY","Heilbut, Iwan",1947-1947,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",99298890X,"New York, NY","Adams, ...",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",992989078,"New York, NY","Adler, Hermann",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993383939,"New York, NY","Koppell, Gabrielle K.",1941-1941,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993384269,"New York, NY","Altmann, Manfred",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993384595,"New York, NY","Robbins, Jeannette",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993511694,"New York, NY","Andres, Stefan",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993511821,"New York, NY","Arlt, Gustave O.",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993511902,"New York, NY","Asch, Sholem",1947-1947,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",99352396X,"New York, NY","Georg, Manfred",1941-1972,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993525423,"New York, NY","Aust, Hertha",1945-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993601138,"New York, NY","Bab, Julius",1941-1950,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993601596,"New York, NY","Bach, Rudolf",1948-1948,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993602517,"New York, NY","Barfoed, Eleonore",1945-1945,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993602665,"New York, NY","Bassermann, Albert",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993602878,"New York, NY","Batzdorf, ...",1943-1943,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",993602975,"New York, NY","Bauer, Ernest",1944-1944,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
"Heilbut, Iwan",99360305X,"New York, NY","Bauer, Franz",1948-1949,"New York, New York, United States","(40.71427, -74.00597, 0.0)",40.71427,-74.00597
